id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
1149,"United States","New York","North America","Digital Realty New York Internet Exchange",https://ix.digitalrealty.com/,Active,20090000,555738,40.75000,-74.00000,75,235000000,0,50000000,0.000000,Yes,2022-02-28,31,242,29,34,204,36,https://ix.digitalrealty.com/,Yes,LGA,157
1194,Bulgaria,Sofia,Europe,"Balkan Internet Exchange",http://www.b-ix.net/,Active,20090000,0,42.65000,23.38000,67,451416876,260176803,111023480,49.986500,No,2026-08-25,3,194,3,84,184,66,https://ixpmanager.b-ix.net/customer/details,No,,337
1198,Argentina,Neuquén,"Latin America","CABASE IXP Neuquén",https://ixp.cabase.org.ar/ixp-neuquen.php,Active,20100510,22113,-38.93330,-68.13330,25,4000000000,2100000000,1800000000,0.000000,Yes,0000-00-00,1,32,3,51,408,5,https://ixp.cabase.org.ar/ixp-neuquen.php,No,NQN,143
1199,Brazil,Campinas,"Latin America","IX.br (PTT.br) Campinas",https://ix.br,Active,20090000,0,-22.90000,-47.08000,51,36770000,24310000,16000000,0.000000,No,2022-02-28,17,376,23,29,274,71,https://ix.br/particip/cas,No,,143
1200,Brazil,Recife,"Latin America","IX.br (PTT.br) Recife",https://ix.br,Active,20090000,0,-8.07000,-34.85000,204,272780000,186590000,90000000,0.000000,No,2022-02-28,10,227,8,8,76,51,https://ix.br/particip/pe,No,,143
1206,"United States",Dallas,"North America","Digital Realty Dallas Internet Exchange",https://ix.digitalrealty.com/,Active,20070000,961990,32.77000,-96.77000,20,2600000,0,79000,0.000000,Yes,2022-02-28,61,532,63,74,463,75,https://ix.digitalrealty.com/,Yes,DFW,157
1223,Russia,Kazan,Europe,"MSK-IX Kazan",https://www.msk-ix.ru/about/,Active,20100500,0,55.81749,49.10889,7,5300000000,4620000000,3800000000,0.000000,No,2013-12-09,2,22,33,290,726,8,https://www.msk-ix.ru/members/,No,,337
1225,Austria,Klagenfurt,Europe,"Alpes Adria Internet Exchange",https://ixp-manager.aaix.at/,Active,20100303,5012,46.65000,14.33000,22,1192516,537920,214544,50.000000,Yes,2026-08-25,4,561,3,183,437,211,https://ixp-manager.aaix.at/customer/details,Yes,KLU,337
1232,"United Kingdom",Leeds,Europe,"Leeds Internet Exchange",https://www.ixleeds.net/,Active,20100920,248035,53.80000,-1.55000,22,5000000,3000000,1000000,0.000000,Yes,2022-02-28,7,505,7,183,437,188,https://www.ixleeds.net/members.shtml,Yes,LBA,337
1233,Italy,Milan,Europe,"Milan Neutral Access Point",https://www.minap.it/,Active,20080000,0,45.45000,9.17000,116,1004515284,689852117,292728956,50.004840,No,2026-08-25,3,134,4,63,137,42,https://manager.minap.it/customer/details,No,,337
1234,Luxembourg,Luxembourg,Europe,"Luxembourg Internet Exchange",http://www.lu-cix.lu/,Active,20090000,897139,49.62000,6.22000,102,278000000,182000000,110000000,0.000000,Yes,2022-02-28,1,225,1,71,155,76,https://www.lu-cix.lu/connected-networks/,No,LUX,337
1236,Latvia,Riga,Europe,"Santa Monica Internet Local Exchange",http://www.smile-ixp.net/,Active,20051011,810403,56.97000,24.05000,24,8900000,0,0,0.000000,Yes,0000-00-00,2,467,2,174,418,168,https://www.peeringdb.com/ix/364,No,RIX,337
1237,Moldova,Chisinau,Europe,"Moldova Internet Exchange",https://backend.moldtelecom.md/mdix_en,Active,20020101,2388,46.99985,28.78814,15,55000000,0,0,0.000000,Yes,0000-00-00,1,350,1,229,544,125,,No,RMO,337
1238,Poland,Lodz,Europe,"Lodz Internet Exchange",https://ix.lodz.pl/,Active,20091100,0,51.75920,19.45600,18,110000000,60000000,35000000,0.000000,No,2017-09-11,8,304,12,208,485,110,https://ix.lodz.pl/uczestnicy/,No,,337
1240,Ukraine,Kyiv,Europe,"Digital Telecom Internet Exchange",https://dtel-ix.net/,Active,20090000,0,50.51482,30.52102,140,2394000000,1529800000,40000,0.640610,No,2022-02-28,1,80,4,54,115,22,https://dtel-ix.net/en/members,No,,337
1241,Russia,Simferopol,Europe,"Crimea Internet Exchange",https://crimea-ix.net/,Active,20060220,0,44.95210,34.10240,93,0,0,0,0.000000,No,2021-09-15,25,649,11,80,172,240,https://bgp.he.net/exchange/Crimea-IX,No,,337
1263,Indonesia,Jakarta,Asia-Pacific,"Matrix Cable Internet Exchange",https://napinfo.co.id/product/mc-ix-matrix-cable-internet-exchange,Active,20110000,1021309,-6.17444,106.82944,68,10000000,0,0,0.000000,Yes,0000-00-00,17,462,11,58,223,109,,Yes,JKT,190
1264,"New Zealand",Hamilton,Asia-Pacific,"Hamilton Internet Exchange",http://hix.nzix.net/hix.html,Active,20100000,0,-37.76692,175.28687,2,0,0,0,0.000000,No,0000-00-00,7,649,9,182,866,130,http://hix.nzix.net/hix-peers.html,No,,190
1265,"United States",Minneapolis,"North America","Midwest Internet Cooperative Exchange",http://www.micemn.net/,Active,20110111,1027736,44.98550,-93.27190,152,2184301846,1430468639,795899494,0.000000,Yes,2026-08-25,6,78,15,17,105,7,http://www.micemn.net/participants.html,No,MSP,157
1269,Russia,"St. Petersburg",Europe,"DataIX St Petersburg",http://www.dataix.ru/,Active,20101020,0,59.93000,30.30000,298,7940000000,6610000000,3120000000,0.000000,No,2022-02-28,1,16,4,21,38,5,http://www.dataix.ru/members/,No,LED,337
1270,Russia,Moscow,Europe,"DataIX Moscow",http://www.dataix.ru/,Active,20101020,0,55.75000,37.60000,282,1600000000,0,200000000,0.000000,No,2022-01-30,4,104,5,24,42,31,https://dataix.eu,No,,337
1271,Germany,Munich,Europe,"DE-CIX Munich",https://www.de-cix.net/en/locations/germany/munich,Active,20100400,1136510,48.13000,11.70000,209,147389350,145276132,143162914,50.000000,Yes,2026-08-25,6,230,6,37,72,78,https://www.de-cix.net/en/locations/germany/munich/connected-networks,No,,337
1272,Singapore,Singapore,Asia-Pacific,"Singapore Internet Exchange",https://www.sgix.sg/,Active,20090900,1438319,1.37000,103.98000,275,5210000000,3080000000,2400000000,0.000000,Yes,2022-02-28,2,23,2,9,47,9,https://www.sgix.sg/peering-participants/,Yes,SIN,190
1275,Brazil,"Campina Grande","Latin America","IX.br (PTT.br) Campina Grande",https://ix.br,Active,20090700,0,-7.22000,-35.88000,52,60970000,33880000,24000000,0.000000,No,2022-02-28,13,345,22,27,270,65,https://ix.br/particip/cpv,No,,143
1276,Brazil,Goiânia,"Latin America","IX.br (PTT.br) Goiânia",https://ix.br,Active,20070800,0,-16.67000,-49.25000,73,53300000,28260000,8000000,0.000000,No,2022-02-28,14,352,13,16,208,67,https://ix.br/particip/gyn,No,,143
1283,Laos,Vientiane,Asia-Pacific,"Lao National Internet Center",http://www.lanic.gov.la/,Active,20100901,0,17.95000,102.57000,7,1000,0,0,0.000000,No,0000-00-00,1,633,1,162,726,128,,No,,190
1297,Grenada,"St. Georges","Latin America","Grenada Internet Exchange",http://ix.gd/,Active,20110512,237753,12.05363,-61.74995,14,14800000,8760000,2310000,0.000000,Yes,2025-11-24,1,440,1,74,557,91,http://ix.gd/members.html,Yes,GND,143
1306,"South Africa",Johannesburg,Africa,"NAPAfrica IX Johannesburg",https://www.napafrica.net/,Active,20120000,1238347,-26.13000,28.23000,603,13300000000,4200000000,2100000000,0.000000,Yes,2026-05-17,1,8,1,1,13,1,https://www.napafrica.net/who-is-peering/,Yes,JNB,67
1308,"South Africa","Cape Town",Africa,"NAPAfrica IX Cape Town",https://www.napafrica.net/,Active,20120301,884629,-33.98000,18.60000,311,2000000000,754000000,400000000,0.000000,Yes,2026-05-17,2,89,2,2,35,4,https://www.napafrica.net/who-is-peering/,Yes,SDB,67
1316,Canada,Winnipeg,"North America","Manitoba Internet Exchange",http://www.mbix.ca/,Active,20130729,737747,49.88330,-97.15000,28,504604014,2972969,17012300,49.903080,Yes,2026-08-25,3,188,7,60,388,29,http://www.mbix.ca/peers/,Yes,YWG,157
1317,"United States",Jacksonville,"North America","Jacksonville Internet Exchange",http://jxix.org/,Active,20120102,644312,30.33218,-81.65565,18,0,0,0,0.000000,Yes,0000-00-00,78,649,65,77,485,96,http://jxix.org/index.php/participants/,Yes,JAX,157
1319,China,"Hong Kong",Asia-Pacific,"AMS-IX Hong Kong",https://www.ams-ix.net/hk,Active,20120401,373338,22.33000,114.18000,51,31790711,20858599,11800259,0.000000,Yes,2026-08-25,7,385,5,73,274,95,https://www.ams-ix.net/hk/connected-networks,No,HKG2,190
1332,"United Kingdom",Manchester,Europe,"LINX Manchester",https://www.linx.net/,Active,20120429,469445,53.35000,-2.27000,139,534000000,434000000,247000000,0.000000,Yes,2018-08-22,4,184,4,55,116,63,https://portal.linx.net/members/members-full-list,Yes,MAN,337
1341,"United Arab Emirates",Dubai,Europe,"UAE-IX by DE-CIX",https://www.uae-ix.net/,Active,20120224,1114089,25.25000,55.33000,108,1140000000,669000000,613000000,0.000000,Yes,2022-02-28,1,122,1,70,148,37,https://www.uae-ix.net/en/location/connected-networks,Yes,DXB,337
1348,"United States",Boston,"North America","Boston Internet Exchange",https://www.markleygroup.com/services/boston-internet-exchange,Active,20120409,163951,42.37000,-71.03000,88,0,0,0,0.000000,Yes,0000-00-00,78,649,23,27,179,96,https://www.markleygroup.com/services/boston-internet-exchange,Yes,BOS,157
1350,Serbia,Belgrade,Europe,"Serbian Open Exchange",http://www.sox.rs/,Active,20100900,1245129,44.82958,20.46547,51,816080000,542570000,240000000,0.000000,Yes,0000-00-00,1,144,1,120,274,46,https://www.sox.rs/en/home-page-2/customers/,Yes,BEG,337
1362,"South Africa",Durban,Africa,"Durban Internet eXchange",https://wiki.inx.net.za/display/pub/DINX+-+Durban+Internet+Exchange,Active,20120914,988632,-29.97000,30.95000,106,254840000,117560000,79700000,0.000000,Yes,2025-10-01,6,231,6,9,151,16,https://portal.inx.net.za/customer/details,Yes,DUR,67
1364,Dominica,Roseau,"Latin America","Dominica National Internet Exchange Point",http://www.danix.dm/,Active,20130227,52,15.30000,-61.40000,2,46072,20680,59,0.000000,Yes,2026-08-25,1,617,1,141,866,120,https://danix.dm/partners/,No,DOM,143
1365,Estonia,Tallinn,Europe,"Tallinn Governmental Internet Exchange",https://www.ria.ee/en/state-information-system/state-network-services/data-communication-services-state-network,Active,20090700,818254,59.35000,24.80000,48,40000000,23000000,0,0.000000,Yes,0000-00-00,1,372,2,125,287,132,https://www.peeringdb.com/ix/538,Yes,TLL,337
1367,Vanuatu,"Port Vila",Asia-Pacific,"Vanuatu Internet Exchange",https://portal.vix.vu,Active,20130214,2,-17.75000,168.32000,9,5690,388,27,0.000000,Yes,2026-08-25,1,628,1,152,671,127,https://portal.vix.vu/customer/details,Yes,VLI,190
1384,Russia,Stavropol,Europe,"MSK-IX Stavropol",http://www.msk-ix.ru/eng/,Active,20090000,0,45.05000,41.96670,2,0,0,0,0.000000,No,2013-12-09,25,649,36,329,866,240,https://www.msk-ix.ru/en/members/,No,,337
1385,Romania,Bucharest,Europe,Balcan-IX,http://www.balcan-ix.net/,Active,20080000,0,44.50000,26.13000,46,16000000,9000000,6000000,0.000000,No,2022-02-28,3,433,2,129,296,151,http://www.balcan-ix.net/ro/balcan-ix-partners/,No,,337
1403,Argentina,"Bahía Blanca","Latin America","CABASE IXP Bahía Blanca",https://ixp.cabase.org.ar/ixp-bahia-blanca.php,Active,20110427,0,-38.71440,-62.26740,10,2920000000,2400000000,1900000000,0.000000,No,0000-00-00,26,69,15,94,649,32,https://ixp.cabase.org.ar/ixp-bahia-blanca.php,No,,143
1404,Argentina,Córdoba,"Latin America","CABASE IXP Córdoba",https://ixp.cabase.org.ar/ixp-cordoba.php,Active,20120424,12696,-31.40360,-64.18580,27,4000000000,2100000000,1800000000,0.000000,Yes,0000-00-00,1,32,2,48,393,5,https://ixp.cabase.org.ar/ixp-cordoba.php,Yes,COR,143
1405,Argentina,"De La Costa","Latin America","CABASE IXP De la Costa",https://ixp.cabase.org.ar/ixp-lacosta.php,Active,20111129,0,-34.60665,-58.37937,9,4000000000,2100000000,1800000000,0.000000,No,0000-00-00,1,32,16,100,671,5,https://ixp.cabase.org.ar/ixp-lacosta.php,No,,143
1406,Argentina,"La Plata","Latin America","CABASE IXP La Plata",https://ixp.cabase.org.ar/ixp-laplata.php,Active,20120606,0,-34.92920,-57.96000,20,4000000000,2100000000,1800000000,0.000000,No,0000-00-00,1,32,4,58,463,5,https://ixp.cabase.org.ar/ixp-laplata.php,No,,143
1407,Argentina,"Mar del Plata","Latin America","CABASE IXP Mar del Plata",https://ixp.cabase.org.ar/ixp-mardelplata.php,Active,20121107,1,-37.93000,-57.58000,11,4000000000,2100000000,1800000000,0.000000,Yes,0000-00-00,1,32,13,87,626,5,https://ixp.cabase.org.ar/ixp-mardelplata.php,No,MDQ,143
1408,Argentina,Mendoza,"Latin America","CABASE IXP Mendoza",https://ixp.cabase.org.ar/ixp-mendoza.php,Active,20111020,0,-32.89050,-68.84200,13,4000000000,2100000000,1800000000,0.000000,No,0000-00-00,1,32,9,77,578,5,https://ixp.cabase.org.ar/ixp-mendoza.php,No,,143
1409,Argentina,Rosario,"Latin America","CABASE IXP Rosario",https://ixp.cabase.org.ar/ixp-rosario.php,Active,20110331,37557,-32.95000,-60.65000,16,4000000000,2100000000,1800000000,0.000000,Yes,0000-00-00,1,32,8,70,517,5,https://ixp.cabase.org.ar/ixp-rosario.php,Yes,ROS,143
1410,Argentina,"Santa Fe","Latin America","CABASE IXP Santa Fe",https://ixp.cabase.org.ar/ixp-santafe.php,Active,20111122,0,-31.62710,-60.70360,9,4000000000,2100000000,1800000000,0.000000,No,0000-00-00,1,32,16,100,671,5,https://ixp.cabase.org.ar/ixp-santafe.php,No,,143
1440,Brazil,Belém,"Latin America","IX.br (PTT.br) Belém",http://ix.br/,Active,20110000,0,-1.46670,-48.48330,62,35860000,19400000,6000000,0.000000,No,2022-02-28,18,377,17,21,236,72,https://ix.br/particip/bel,No,,143
1441,Brazil,"Caxias do Sul","Latin America","IX.br (PTT.br) Caxias do Sul",https://ix.br/adesao/cxj,Active,20110000,0,-29.16670,-51.18330,16,10520000,7790000,5000000,0.000000,No,2022-02-28,30,460,38,70,517,94,https://ix.br/particip/cxj,No,,143
1442,Brazil,Manaus,"Latin America","IX.br (PTT.br) Manaus",https://ix.br,Active,20120000,0,-3.12920,-60.02140,69,145000000,98500000,40000000,0.000000,No,2022-02-28,11,285,16,20,220,58,https://ix.br/particip/mao,No,,143
1443,Brazil,Natal,"Latin America","IX.br (PTT.br) Natal",https://ix.br,Active,20110000,0,-5.76670,-35.20000,53,21590000,15400000,7500000,0.000000,No,2022-02-28,24,409,21,26,268,80,https://ix.br/particip/nat,No,,143
1445,Brazil,"São José do Rio Preto","Latin America","IX.br (PTT.br) São José do Rio Preto",https://ix.br,Active,20120000,0,-20.80810,-49.38110,28,19000000,11100000,6000000,0.000000,No,2022-02-28,27,422,33,47,388,86,https://ix.br/particip/sjp,No,,143
1446,Brazil,Vitória,"Latin America","IX.br (PTT.br) Vitória",https://ix.br,Active,20101026,0,-20.31890,-40.33780,106,42140000,29090000,19000000,0.000000,No,2022-02-28,16,370,12,15,151,70,https://ix.br/particip/vix,No,,143
1461,Canada,Calgary,"North America","YYCIX Calgary Internet Exchange",https://www.yycix.ca/,Active,20121121,754611,51.05440,-114.06690,101,257600000,153000000,82300000,0.000000,Yes,2022-02-28,5,229,4,23,159,34,https://www.yycix.ca/peers.html,Yes,YYC,157
1472,Australia,Brisbane,Asia-Pacific,"IX Australia (Brisbane QLD)",https://internet.asn.au/,Active,20110000,0,-27.38000,153.10001,78,220000000,160000000,80000000,0.000000,No,2021-08-03,9,248,10,51,197,55,https://internet.asn.au/services/peering/,No,,190
1473,Australia,Adelaide,Asia-Pacific,"IX Australia (Adelaide SA)",https://internet.asn.au/,Active,20130227,0,-34.93000,138.52000,38,54000000,32000000,17000000,0.000000,No,2021-08-03,15,351,16,84,332,86,https://internet.asn.au/about-us/peers-and-partners/,No,,190
1474,Tunisia,Tunis,Africa,"Tunisian Internet Exchange Point",https://www.tunixp.tn,Active,20110000,3585,36.81881,10.16596,26,426564000,350817000,300000000,0.000000,Yes,2015-03-05,1,187,1,21,401,12,https://www.tunixp.tn/tunixp4.html,Yes,TUN,67
1484,"United States",Phoenix,"North America","Ninja-IX Phoenix",https://www.ninja-ix.net/,Active,20120901,197742,33.45070,-112.06840,63,525231506,245146428,272852742,0.000000,Yes,2026-08-25,25,183,35,41,233,27,https://www.peeringdb.com/ix/662,Yes,PHX,157
1499,Armenia,Yerevan,Europe,"Armenian Internet Traffic Exchange",http://www.armix.am/eng/index.php,Active,20100000,2450,40.13000,44.47000,21,70340730,10685192,0,50.000000,Yes,2026-08-25,1,318,1,191,451,117,http://www.armix.am/eng/members.php,Yes,EVN,337
1506,Norway,Oslo,Europe,"Norwegian Internet Exchange Oslo 2",https://www.nix.no,Active,20000500,996,59.95000,10.70000,13,4500000,2300000,1000000,0.000000,Yes,2022-02-28,5,510,3,246,578,190,https://www.nix.no/who-is-connected/,No,OSL,337
1507,Norway,Bergen,Europe,"Bergen Internet Exchange",https://www.nix.no/,Active,20040000,0,60.38000,5.34000,4,559000,290000,130000,0.000000,No,2022-02-28,6,582,7,307,808,219,https://www.nix.no/who-is-connected/,No,,337
1508,Norway,Trondheim,Europe,"Trondheim Internet Exchange",https://www.nix.no/,Active,20050000,1473,63.47000,10.93000,10,6000000,3000000,1500000,0.000000,Yes,2022-02-28,3,493,4,266,649,181,https://www.nix.no/who-is-connected/,No,,337
1511,Norway,Stavanger,Europe,"Stavanger Internet exchange",http://www.nix.no/,Active,20070000,0,58.97000,5.71000,10,6000000,3750000,2400000,0.000000,No,2022-02-28,3,493,4,266,649,181,https://www.nix.no/who-is-connected/,No,,337
1512,Norway,Tromsø,Europe,"Tromsø Internet exchange",http://www.nix.no/,Active,20070000,0,69.66670,18.93330,8,564232264,355290304,163712360,50.000000,No,2026-08-25,2,179,6,282,694,62,https://www.nix.no/who-is-connected/,No,,337
1515,Finland,Oulu,Europe,"Finnish Communication and Internet Exchange Oulu",https://www.ficix.fi/,Active,20080300,0,65.05000,25.46670,13,3290000,2310000,1040000,0.000000,No,0000-00-00,6,526,7,246,578,196,https://ficix.fi/membership/ficix-members,No,,337
1516,Finland,Espoo,Europe,"Finnish Communication and Internet Exchange Espoo",https://www.ficix.fi/,Active,19930000,0,60.21000,24.66000,37,69600000,41200000,20000000,0.000000,No,0000-00-00,3,339,3,149,340,123,https://ficix.fi/membership/ficix-members,No,,337
1521,Slovakia,Košice,Europe,"Slovak Internet Exchange Košice",http://www.six.sk/,Active,20080600,0,48.71670,21.25000,4,144281,26401,5125,0.000000,No,2026-08-25,2,602,3,307,808,229,http://www.six.sk/index.php?page=siete&city=ke,No,,337
1530,Bolivia,"La Paz","Latin America","IXP MegaLink",https://ixp.megalink.com/,Active,20131101,228,-16.50000,-68.15000,5,0,0,0,0.000000,Yes,0000-00-00,2,649,2,124,783,127,,Yes,LPB,143
1540,Canada,Winnipeg,"North America","Winnipeg Internet Exchange",http://wpgix.ca/,Active,20130500,78,49.88330,-97.15000,25,0,0,0,0.000000,Yes,2019-03-18,17,649,8,64,408,96,http://wpgix.ca/?page_id=13,Yes,YWG,157
1541,"Republic of Congo",Brazzaville,Africa,"Congo Internet eXchange",https://cgix.cg/,Active,20130510,350,-4.26780,15.29190,8,0,0,0,0.000000,Yes,0000-00-00,1,649,1,47,694,60,https://cgix.cg/index.php/index.php/membres%20nationaux.php,Yes,BZV,67
1546,Indonesia,Jakarta,Asia-Pacific,"NEX Internet Exchange",https://www.nexdatacenter.com/solution/internet-exchange,Active,20100000,0,-6.17444,106.82944,12,0,0,0,0.000000,No,0000-00-00,21,649,25,137,603,130,https://www.nexdatacenter.com/solution/internet-exchange,No,,190
1549,Indonesia,Surabaya,Asia-Pacific,"IIX Jawa Timur",https://ji.iix.net.id/,Active,0,0,-7.24917,112.75083,102,17683928,10854151,2845888,0.000000,No,2026-08-25,16,430,9,40,155,106,https://ji.iix.net.id/partisipans,No,,190
1550,Indonesia,Jakarta,Asia-Pacific,"OpenIXP Internet exchange Point",http://www.openixp.net/,Active,20050000,21380,-6.17444,106.82944,2071,41100000000,4800000000,3600000000,0.000000,Yes,2017-10-25,1,3,1,1,2,2,http://www.openixp.net/routedasn.html,Yes,PCB,190
1553,"United States",Buffalo,"North America","Buffalo Niagara International Internet Exchange",http://www.bniix.net/,Active,20110500,0,42.88640,-78.87860,8,0,0,0,0.000000,No,0000-00-00,78,649,87,106,694,96,,No,,157
1555,"United States",Chicago,"North America","Greater Chicago International Internet Exchange",http://www.gciix.net,Active,20121200,0,41.85000,-87.65000,2,0,0,0,0.000000,No,0000-00-00,78,649,129,152,866,96,,No,,157
1574,"Republic of Congo",Pointe-Noire,Africa,"CG-IX Pointe-Noire",http://pointe-noire.cgix.cg/,Active,20240000,0,-4.76920,11.86640,1,0,0,0,0.000000,No,0000-00-00,1,649,2,66,881,60,,No,,67
1576,Lithuania,Vilnius,Europe,"Lithuania Internet Exchange",http://www.lixp.lt/en,Active,20100000,245146,54.63000,25.28000,11,37000000,27000000,19000000,0.000000,Yes,2019-06-03,3,375,3,262,626,135,http://lixp.lt/en/network/member,Yes,VNO,337
1585,Australia,Sydney,Asia-Pacific,"IX Australia (Sydney NSW)",https://internet.asn.au/,Active,20130710,1138080,-33.95000,151.17999,198,551000000,380000000,190000000,0.000000,Yes,2021-08-03,4,181,3,19,80,40,https://internet.asn.au/services/peering/,Yes,SYD,190
1587,Mongolia,Ulaanbaatar,Asia-Pacific,"Mongolian Internet Exchange and Mongolian National Data Center",http://www.datacenter.gov.mn/,Active,20090000,0,47.90882,106.86346,5,0,0,0,0.000000,No,0000-00-00,1,649,2,174,783,130,,No,,190
1588,Ukraine,Kyiv,Europe,"Giganet Internet Exchange",https://giganet.ua/en,Active,20120000,1114160,50.51482,30.52102,352,1670000000,880000000,260000000,0.000000,Yes,2022-02-28,2,102,1,16,28,30,https://giganet.ua/en/members,Yes,KBP,337
1616,Canada,Montreal,"North America","CANIX Internet Exchange - Montreal",https://qix.ca/?lang=en,Active,20130100,790792,45.47000,-73.75000,88,1057004964,802425668,342474084,50.002800,Yes,2026-08-25,2,125,5,27,179,17,https://ixpm.yul.canix.ca/customer/details,Yes,YUL,157
1623,Bulgaria,Sofia,Europe,NetIX,https://www.netix.net/,Active,20130101,2356011,42.65000,23.38000,264,7270000000,5540000000,3500000000,0.000000,Yes,2022-02-28,1,20,1,25,49,6,https://www.netix.net/members,Yes,SOF,337
1636,Poland,Warsaw,Europe,"TPIX - Internet Exchange",http://www.tpix.pl/en/,Active,20101100,0,52.23000,21.00000,463,2470000000,1590000000,1000000000,0.000000,No,2022-02-28,3,76,3,12,20,20,http://www.tpix.pl/en/uczestnicy_en.html,No,,337
1656,France,Marseille,Europe,"France-IX Marseille",https://www.franceix.net/en/,Active,20130900,644599,43.45000,5.23000,126,652000000,500000000,320000000,0.000000,Yes,2022-02-28,2,162,4,59,127,54,https://www.franceix.net/en/france-ix-marseille/members-in-marseille/,Yes,MRS,337
1663,Germany,Frankfurt,Europe,"Megaport Frankfurt IX",https://www.megaport.com/,Active,20130408,1338432,50.12000,8.68000,114,942360000,775000000,409750000,0.000000,Yes,0000-00-00,3,138,9,66,140,44,https://www.megaport.com/connected-networks/,No,,337
1667,Germany,Düsseldorf,Europe,"OpenCarrier e.G. Member IX Dusseldorf",https://www.opencarrier.eu/,Active,20060900,0,51.28000,6.76000,21,0,0,0,0.000000,No,0000-00-00,21,649,23,191,451,240,https://opencarrier.eu/mitgliedschaft/,No,,337
1678,"United States",Reston,"North America","LINX NoVa",https://www.linx.net/,Active,20140300,52000,38.95669,-77.34210,48,137301000,124741000,70273000,0.000000,Yes,2018-08-22,34,289,39,45,287,42,https://portal.linx.net/members/list-ip-asn,Yes,IAD,157
1693,Canada,Halifax,"North America","Atlantic IXP- HFXIX",https://hfxix.ca/,Active,20150501,749883,44.67000,-63.61000,24,0,0,0,0.000000,Yes,0000-00-00,17,649,10,68,418,96,https://aixp.ca/peers-halifax/,Yes,YHZ,157
1701,"United Kingdom",Scotland,Europe,"LINX Scotland",https://www.linx.net/about/network/linx-scotland/,Active,20131000,906072,57.00000,-5.00000,14,13200000,7350000,4450000,0.000000,Yes,2018-08-22,6,448,11,235,557,161,https://portal.linx.net/members/members-full-list,Yes,EDI,337
1702,Kosovo,Prishtinë,Europe,"KOSIX Internet Exchange Point",http://www.kosix.net/,Active,20110623,0,42.66670,21.16670,5,0,0,0,0.000000,Yes,0000-00-00,1,649,1,301,783,240,https://www.kosix.net/en-us/members.aspx,No,PRN,337
1705,Afghanistan,Kabul,Asia-Pacific,"National Internet Exchange of Afghanistan",http://www.nixa.af/,Active,20180721,1146,34.55395,68.91754,20,920000,2190000,58300,0.000000,Yes,2022-02-28,1,574,1,108,463,122,https://nixa.af/our-partners,Yes,KBL,190
1709,Uzbekistan,Tashkent,Asia-Pacific,"Uzbekistan Internet Exchange",http://tas-ix.uz/,Active,20041224,0,41.26670,69.21670,66,65100000,42300000,34000000,0.000000,No,0000-00-00,2,342,1,60,228,83,http://tas-ix.uz/,No,,190
1719,"United States",Boston,"North America","Coresite - Any2 Boston",https://www.coresite.com/solutions/interconnection/peering-exchanges/any2-internet-peering-exchange,Active,20130000,0,42.37000,-71.03000,5,0,0,0,0.000000,No,0000-00-00,78,649,108,129,783,96,https://www.coresite.com/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,No,,157
1720,"United States",Denver,"North America","Coresite - Any2 Denver",https://www.coresite.com/solutions/interconnection/peering-exchanges/any2-internet-peering-exchange,Active,20130000,0,39.75000,-105.00000,88,0,0,0,0.000000,No,0000-00-00,78,649,23,27,179,96,https://www.coresite.com/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,No,,157
1721,"United States",Florida,"North America","Coresite - Any2 Florida",https://www.coresite.com/solutions/interconnection/peering-exchanges/any2-internet-peering-exchange,Active,20130000,0,27.69864,-83.80460,3,0,0,0,0.000000,No,0000-00-00,78,649,123,145,839,96,https://www.coresite.com/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,No,,157
1722,"United States","New York","North America","Coresite - Any2 New York",http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2,Active,20130000,0,40.75000,-74.00000,8,0,0,0,0.000000,Yes,0000-00-00,78,649,87,106,694,96,https://www.coresite.com/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,Yes,EWR,157
1723,"United States",Reston,"North America","Coresite - Any2 East",http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2,Active,20130000,0,38.95669,-77.34210,63,0,0,0,0.000000,No,0000-00-00,78,649,35,41,233,96,https://www.coresite.com/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,No,,157
1724,"United States","San Jose","North America","Coresite - Any 2 Northern California",http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2,Active,20130000,0,37.33000,-121.88000,24,0,0,0,0.000000,No,0000-00-00,78,649,58,68,418,96,http://www.coresite.com/solutions/interconnection/Peering-Exchanges/ANY2/ANY2-Peering-Participants,No,,157
1758,"Czech Republic",Prague,Europe,Peering.cz,https://www.peering.cz/,Active,20121017,1272355,50.08000,14.43000,211,4600000000,3700000000,3100000000,0.000000,Yes,2018-05-01,1,28,1,36,71,11,https://www.peering.cz/networks,Yes,PRG,337
