id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
1997,Albania,Tirana,Europe,"Albanian Neutral Internet eXchange",https://www.anix.al/,Active,20180301,647038,41.32750,19.81870,32,114777049,78693533,24596882,50.318470,Yes,2026-08-25,1,302,1,157,359,108,https://ixpm.anix.al/customer/details,Yes,TIA,337
1998,Montenegro,Podgorica,Europe,"Montenegro Internet eXchange Point",http://www.mixp.me/,Active,20150722,0,42.37000,19.25000,5,1000000,350000,0,0.000000,No,0000-00-00,1,569,1,301,783,214,https://www.mixp.me/clanovi.html,No,,337
2000,Netherlands,Amsterdam,Europe,"Asteroid Amsterdam IX",https://www.asteroidhq.com/ixp-locations/1,Active,20170000,0,52.30000,4.77000,27,15000000,6000000,2000000,0.000000,No,0000-00-00,13,438,15,168,393,156,https://www.asteroidhq.com/ixp-locations/1/networks-connected,No,,337
2001,Chile,Concepcion,"Latin America","PITChile Concepcion",https://www.pitchile.cl/wp/,Active,20180105,0,-36.83330,-73.05000,11,0,0,0,0.000000,No,2022-02-28,4,649,3,87,626,127,https://www.pitchile.cl/wp/nuestros-miembros/,No,,143
2002,"United States",McAllen,"North America","MEX-IX McAllen",https://www.mdcdatacenters.com/services/interconnection/internet-exchange-point/,Active,20171000,0,26.17580,-98.23860,18,479000000,0,0,0.000000,No,0000-00-00,27,190,65,77,485,30,https://www.mdcdatacenters.com/services/interconnection/internet-exchange-point/,No,,157
2004,India,Mumbai,Asia-Pacific,"Extreme IX Mumbai",https://extreme-ix.org/,Active,20160623,137460,19.10935,72.90144,248,17346974826,2470156133,518277804,49.997400,Yes,2026-08-25,1,7,2,13,54,4,https://extreme-ix.org/members/peers?location=mumbai,No,BOM2,190
2005,"United States",Dallas,"North America","Megaport Dallas"," https://www.megaport.com",Active,0,0,32.77000,-96.77000,31,33790000,26000000,17520000,0.000000,No,0000-00-00,42,381,49,56,365,52,https://www.megaport.com/services/ix-connected-networks/,No,,157
2007,"United States","Las Vegas","North America","Megaport Las Vegas",https://www.megaport.com,Active,0,0,35.99463,-115.11897,5,7471000,5727000,3225000,0.000000,No,0000-00-00,52,479,108,129,783,64,https://www.megaport.com/services/ix-connected-networks/,No,,157
2008,"United States",Seattle,"North America","Megaport IX Seattle",https://www.megaport.com,Active,20150900,159,47.61000,-122.33000,17,4380000,3000000,1990000,0.000000,Yes,0000-00-00,56,511,67,80,504,69,https://www.megaport.com/connected-networks/,Yes,SEA,157
2009,Canada,Toronto,"North America","Megaport Toronto",https://www.megaport.com,Active,20150000,382595,43.67000,-79.40000,17,22050000,15300000,11230000,0.000000,Yes,0000-00-00,10,407,13,80,504,57,https://www.megaport.com/connected-networks/,No,,157
2010,India,Chennai,Asia-Pacific,"Extreme IX Chennai",https://extreme-ix.org/,Active,20160623,0,13.07000,80.20000,93,1437645454,789437674,124195958,50.029530,No,2026-08-25,3,108,6,44,172,24,https://extreme-ix.org/members/peers?location=chennai,No,,190
2011,India,Hyderabad,Asia-Pacific,"Extreme IX Hyderabad",https://extreme-ix.org/,Active,20160623,0,17.45000,78.47000,17,161753834,79996136,9127630,50.000000,No,2026-08-25,5,275,18,114,504,67,https://extreme-ix.org/members/peers?location=hyderabad,No,,190
2012,Lithuania,Vilnius,Europe,"Baltic Internet Exchange",https://www.balt.net/baltix,Active,20170000,0,54.63000,25.28000,76,93900000,35000000,10000000,0.000000,No,2022-02-28,2,316,1,92,201,116,https://www.balt.net/other-services/balt-ix-internet-exchange/,No,,337
2013,Ireland,Dublin,Europe,"Equinix Internet Exchange Dublin",https://ix.equinix.com/home/,Active,20180222,0,53.33000,-6.25000,18,6776874,6618954,6461036,50.000000,No,2026-08-25,3,484,4,208,485,179,https://ix.equinix.com/home/locations-and-traffic/,No,,337
2014,Germany,Frankfurt,Europe,"Equinix Internet Exchange Frankfurt",https://ix.equinix.com/home/,Active,20180000,0,50.12000,8.68000,97,96075194,95815932,95556669,0.000000,No,2026-08-25,13,315,10,73,164,115,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2015,"United Kingdom",London,Europe,"Equinix Internet Exchange London",https://ix.equinix.com/home/,Active,20180000,0,51.48000,-0.45000,66,31656198,31142804,30633372,0.000000,No,2026-08-25,5,386,5,100,228,139,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2016,Sweden,Stockholm,Europe,"Equinix Internet Exchange Stockholm",https://ix.equinix.com/home/,Active,20180000,0,59.33000,18.05000,20,16086259,15875895,15665531,0.000000,No,2026-08-25,6,432,9,198,463,150,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2017,"United Kingdom",Manchester,Europe,"Equinix Internet Exchange Manchester",https://ix.equinix.com/home/,Active,20180000,0,53.35000,-2.27000,22,2946570,2896091,2845612,0.000000,No,2026-08-25,8,528,7,183,437,198,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2018,Italy,Milan,Europe,"Equinix Internet Exchange Milan",https://ix.equinix.com/home/,Active,20180000,0,45.45000,9.17000,46,115081128,111416016,107750904,50.000000,No,2026-08-25,6,301,6,129,296,107,https://ix.equinix.com/home/locations-and-traffic/,No,,337
2019,Mali,Bamako,Africa,"Mali Internet Exchange",http://www.mlix.ml/,Active,20180223,7,12.61255,-8.13560,3,124988,58717,2743,0.000000,Yes,2026-08-25,1,605,1,64,839,47,http://www.mlix.ml/membres/,Yes,BKO,67
2020,Myanmar,Yangon,Asia-Pacific,"Myanmar Internet Exchange - Yangon",http://www.mm-ix.net/index.php,Active,20170900,2002,16.90377,96.02942,12,231197042,119479311,16929123,0.000000,Yes,2026-08-25,1,243,2,137,603,54,https://ixpmanager.mm-ix.net:9654/customer/details,No,RGN,190
2021,France,Clermont-Ferrand,Europe,AuvernIX,http://www.auvernix.org/,Active,20121030,0,45.78706,3.07771,17,3250000,140000,50000,0.000000,No,2022-01-05,11,527,11,216,504,197,https://www.auvernix.org/#membres,No,,337
2022,Poland,Katowice,Europe,EPIX.Katowice,https://www.epix.net.pl/,Active,20130000,0,50.23000,19.03000,546,2549000000,0,0,0.000000,No,2022-02-28,2,75,2,9,16,19,https://www.epix.net.pl/o-epix/uczestnicy/,No,,337
2023,Poland,Warsaw,Europe,EPIX.Warszawa-KIX,https://www.epix.net.pl/,Active,20130000,0,52.23000,21.00000,551,1780000000,0,0,0.000000,No,2022-02-28,5,99,1,8,15,29,https://www.epix.net.pl/o-epix/uczestnicy/,No,,337
2024,Chile,Temuco,"Latin America","PIT Chile Temuco",https://www.pitchile.cl/wp/graficos-con-indicadores-pit-temuco/,Active,0,0,-38.72908,-72.63774,5,1060000,30000000,181000,0.000000,No,2022-02-28,2,566,5,124,783,114,https://www.pitchile.cl/wp/nuestros-miembros/,No,,143
2028,"Saudi Arabia",Riyadh,Europe,"SAIX Saudi Arabia Riyadh",https://www.saix.sa,Active,20170500,47656,24.72000,46.72000,34,658000000,254000000,0,0.000000,Yes,2020-09-07,3,161,1,152,350,53,https://www.saix.sa/members/member-list/,Yes,RUH,337
2029,"Trinidad and Tobago","Princes Town","Latin America","Trinidad and Tobago Internet Exchange - Princes Town",https://ix.tt/,Active,20170131,0,10.26570,-61.38167,10,17334318,9549307,4045822,0.000000,No,2026-08-25,1,431,2,94,649,90,https://ixp.airlinkdc.com/customer/details,No,,143
2030,Canada,Ottawa,"North America","CANIX  Internet Exchange - Ottawa",https://ogix.ca/,Active,20190500,989598,45.40000,-75.72000,15,6080434,212544,7214,50.967800,Yes,2026-08-25,12,491,16,88,544,66,https://ixpm.yow.canix.ca/customer/details,No,YOW2,157
2031,"United States",Baltimore,"North America","The Baltimore Internet Exchange",https://baltimoreix.net,Active,20180000,1,39.30000,-76.62000,3,0,0,0,0.000000,Yes,0000-00-00,78,649,123,145,839,96,https://baltimoreix.net/participants,Yes,BWI,157
2032,Netherlands,Amsterdam,Europe,"Equinix Internet Exchange Amsterdam",https://ix.equinix.com/home/,Active,20170705,0,52.30000,4.77000,67,123839566,115008062,106176558,50.000000,No,2026-08-25,12,294,10,98,224,106,https://ix.equinix.com/home/locations-and-traffic/,No,,337
2033,Portugal,Lisbon,Europe,"Equinix Internet Exchange Lisbon",https://ix.equinix.com/home/,Active,20180000,0,38.73000,-9.15000,19,19989966,14792590,14746422,50.000000,No,2026-08-25,4,420,3,203,476,146,https://ix.equinix.com/home/locations-and-traffic/,No,,337
2034,Spain,Madrid,Europe,"Equinix Internet Exchange Madrid",https://ix.equinix.com/home/,Active,20180000,0,40.43000,-3.70000,13,534849,357746,180881,0.000000,No,2026-08-25,6,584,8,246,578,220,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2035,"Saint Vincent and the Grenadines",Kingstown,"Latin America","Saint Vincent & The Grenadines Internet Exchange",https://svgix.vc/,Active,20160126,0,13.16023,-61.22458,5,0,0,0,0.000000,No,0000-00-00,1,649,1,124,783,127,https://svgix.vc/members/,No,,143
2036,Tanzania,Zanzibar,Africa,"Zanzibar Internet Exchange Point",https://www.tix.or.tz/zixp/,Active,20180528,0,-6.09990,39.10081,6,139000000,83950000,21760000,0.000000,No,2020-09-09,2,287,5,55,756,18,http://tix.or.tz/zixp/peers.html,No,,67
2037,India,Amaravati,Asia-Pacific,"Amaravati Internet Exchange",https://www.amr-ix.net/,Active,20180517,0,16.57197,80.34896,16,6200000,5000000,600000,0.000000,No,0000-00-00,13,489,19,119,517,114,https://www.amr-ix.net/members/,No,,190
2038,"United States",Philadelphia,"North America","Philadelphia Internet Exchange",http://phillyix.net/,Active,20180500,0,40.11691,-75.01428,31,116000000,66700000,33300000,0.000000,No,0000-00-00,35,300,49,56,365,43,http://phillyix.net/members/,No,,157
2041,"Bosnia and Herzegovina",Sarajevo,Europe,"Bosnia and Herzegovina Neutral Internet Exchange",https://bhnix.ba/en/home/,Active,20191127,652,43.89364,18.24291,10,12706260,7631346,2759916,49.994760,Yes,2026-08-25,1,450,1,266,649,162,https://bhnix.ba/en/members/,Yes,SJJ,337
2042,Switzerland,Lausanne,Europe,RomandIX,http://www.romandix.ch/,Active,20180000,378213,46.52839,6.51241,21,206178628,130481310,51982600,0.000000,Yes,2026-08-25,2,254,9,191,451,88,https://www.romandix.ch/en/participation/members.html,Yes,QLS,337
2043,Lithuania,Vilnius,Europe,"Lithuanian peering center",https://delska.com/services/network-solutions/,Active,20100101,0,54.63000,25.28000,23,140000000,0,0,0.000000,No,0000-00-00,1,286,2,180,431,102,https://www.peeringdb.com/ix/542,No,,337
2045,India,"New Delhi",Asia-Pacific,"ANI Peering Exchange",https://ano-ix.org/,Active,20180000,0,28.58000,77.20000,30,0,0,0,0.000000,No,0000-00-00,18,649,13,94,373,130,https://www.peeringdb.com/ix/2210,No,,190
2046,India,Guwahati,Asia-Pacific,"National Internet Exchange of India - Guwahati",https://nixi.in/,Active,20180000,0,26.14329,91.56280,7,0,0,0,0.000000,No,2022-05-28,18,649,24,162,726,130,https://www.peeringdb.com/ix/2812,No,,190
2047,"United States",Fremont,"North America","Fremont Cabal Internet Exchange",http://fcix.net/,Active,20180400,0,37.56283,-122.00044,182,6100000,4000000,2500000,0.000000,No,2022-02-28,53,490,10,12,90,65,http://fcix.net/participants/,No,,157
2048,Australia,Melbourne,Asia-Pacific,"Equinix Internet Exchange Melbourne",https://ix.equinix.com/home/,Active,20150300,844104,-37.82000,144.97000,59,25346710,24867944,24373513,0.000000,Yes,2026-08-25,16,400,13,67,249,99,https://ix.equinix.com/home/locations-and-traffic/,No,MEL,190
2049,Canada,Charlottetown,"North America","Atlantic IXP- PEIX",https://aixp.ca/,Active,20190800,0,46.26206,-63.20593,3,0,0,0,0.000000,No,0000-00-00,17,649,21,145,839,96,https://aixp.ca/charlottetown-peers-2/,No,,157
2050,Singapore,Singapore,Asia-Pacific,"DE-CIX ASEAN (Singapore, Malaysia, Brunei)",https://www.de-cix.net/en/asia,Active,20180000,867369,1.37000,103.98000,135,214536162,211051934,207567706,0.000000,Yes,2026-08-25,4,251,4,28,121,58,https://www.de-cix.net/en/asia/connected-networks,No,,190
2051,"United States",Cleveland,"North America","FD-IX - Cleveland",https://www.fd-ix.com,Active,20190000,0,41.49307,-81.66832,6,0,0,0,0.000000,No,2020-04-07,75,645,100,120,756,93,https://www.fd-ix.com/locations/cleveland/,No,,157
2052,India,Kolkata,Asia-Pacific,"Extreme IX Kolkata",https://extreme-ix.org,Active,0,0,22.57000,88.40000,25,85906482,47954358,8263526,50.000000,No,2026-08-25,7,324,16,101,408,76,https://extreme-ix.org/members/peers?location=kolkata,No,,190
2053,Canada,"Saint John","North America","Atlantic IXP- SJIX",https://aixp.ca/,Active,20180901,0,45.11043,-66.32203,6,0,0,0,0.000000,No,0000-00-00,17,649,11,76,476,96,https://aixp.ca/peers-saint-john/,No,,157
2054,Guam,Mangilao,Asia-Pacific,"Mariana Islands Internet Exchange",https://mariix.net,Active,20180400,0,13.42335,144.73019,10,0,0,0,0.000000,No,0000-00-00,2,649,2,150,649,130,https://mariix.net/peering,No,,190
2055,Cameroon,Douala,Africa,"Cameroon Internet Exchange Point - Douala",https://www.camix.cm/,Active,20180000,2934,4.03590,9.67176,10,103000000,65200000,26000000,0.000000,Yes,2026-05-30,1,310,1,40,649,20,https://www.camix.cm/membres,No,,67
2056,"Puerto Rico","San Juan","North America","Puerto Rico Internet Exchange",https://www.puertoricoix.net/,Active,20190000,2436,18.47000,-66.11000,33,160000000,100000000,30000000,0.000000,Yes,0000-00-00,1,277,1,53,353,41,https://puertoricoix.net/,No,SJU,157
2057,Russia,"St. Petersburg",Europe,"PITER-IX St. Petersburg",https://piter-ix.ru/,Active,,0,59.93000,30.30000,333,354000000,208000000,73500000,0.000000,No,2022-03-04,8,209,3,17,32,70,https://piter-ix.ru/participants,No,,337
2058,Russia,Moscow,Europe,"PITER-IX Moscow",https://piter-ix.ru/,Active,,0,55.75000,37.60000,424,676000000,533000000,156000000,0.000000,No,2022-03-04,6,159,2,13,22,51,https://piter-ix.ru/participants,No,,337
2059,Estonia,Tallinn,Europe,"PITER-IX Tallinn",https://piter-ix.eu/,Active,0,0,59.35000,24.80000,137,6960000,10400000,2330000,0.000000,No,2022-03-04,2,483,1,57,118,178,https://piter-ix.eu/participants,No,,337
2061,Philippines,Manila,Asia-Pacific,"GetaFIX Manila",https://getafix.ph/,Active,20180000,207118,14.58000,120.95000,109,1051565430,632995894,195644083,0.000000,Yes,2026-08-25,1,126,1,38,147,29,https://getafix.ph/,No,MNL2,190
2062,Portugal,Lisbon,Europe,"DE-CIX Lisbon",https://www.de-cix.net/locations/lisbon,Active,20190000,1054197,38.73000,-9.15000,62,38020161,37421869,36823576,0.000000,Yes,2026-08-25,3,374,1,104,236,134,https://www.de-cix.net/en/locations/lisbon/connected-networks,Yes,MAD,337
2063,Switzerland,Zurich,Europe,"CH Swiss Internet Exchange",https://ch-ix.ch/,Active,20180000,677693,47.48000,8.53000,111,15061656,10453440,7493528,50.009400,Yes,2026-08-25,3,436,5,68,144,154,https://ixpmanager.ch-ix.ch/customer/details,No,,337
2064,India,Chennai,Asia-Pacific,"REDIX Chennai",https://redix.org/,Active,20180000,0,13.07000,80.20000,2,0,0,0,0.000000,No,0000-00-00,18,649,29,182,866,130,https://www.peeringdb.com/ix/2341,No,,190
2065,Greece,Thessaloniki,Europe,"Greek Internet Exchange - Thessaloniki",https://www.gr-ix.gr,Active,20180000,0,40.62125,22.91101,22,14064052,9066752,3044683,0.000000,No,2026-08-25,4,444,3,183,437,159,https://www.gr-ix.gr/members/,No,,337
2066,Kazakhstan,Semey,Europe,KazNIX,https://kaznix.kz/en/,Active,20181101,2358,50.43330,80.26670,16,5742048,3299948,924616,50.000000,Yes,2026-08-25,8,496,1,218,517,184,https://ixp.kaznix.kz/customer/details,Yes,PLX,337
2067,Ireland,Cork,Europe,"Internet Neutral Exchange Association CLG - Cork",https://www.inex.ie/,Active,20160400,0,51.85000,-8.48000,118,1960470,673363,175434,49.978240,No,2026-08-25,4,543,1,62,136,204,https://www.inex.ie/ixp/customer/details,No,,337
2068,Nigeria,Lagos,Africa,"AMS-IX Lagos",https://www.ams-ix.net/lag,Active,20181000,5972,6.55000,3.35000,55,397655339,268138431,57309108,0.000000,Yes,2026-08-25,5,200,3,10,263,14,https://www.ams-ix.net/lag/connected-networks,No,LOS2,67
2069,Germany,Frankfurt,Europe,"Local Internet Exchange Frankfurt",https://locix.online,Active,20180000,465201,50.12000,8.68000,223,206178628,130481310,51982600,50.000000,Yes,2026-08-25,8,254,4,32,65,88,https://locix.online/frankfurt.html,Yes,FRA2,337
2070,Guinea,Conakry,Africa,IXP-GUINEE,https://ixp-guinee.org.gn/,Active,20190000,148,9.63454,-13.71942,11,52665,6571,1316,0.000000,Yes,2026-06-18,1,614,1,39,626,50,https://ixp-guinee.org.gn/reseaux-connecte/,No,CKY,67
2072,Somalia,Mogadishu,Africa,"Somali Internet Exchange Point ",http://www.soixp.so,Active,20181120,103,2.02051,45.30546,6,24,14,10,0.000000,Yes,2022-02-28,1,646,1,55,756,59,http://soixp.so/members/,Yes,MGQ,67
2073,Pakistan,Islamabad,Asia-Pacific,"Pakistan Internet Exchange Point - Islamabad",http://www.pkix.pk/index.html,Active,20170127,0,33.66911,72.91477,13,0,0,0,0.000000,No,0000-00-00,1,649,3,131,578,130,https://www.pkix.pk/announcement.html,No,,190
2074,Pakistan,Lahore,Asia-Pacific,"Pakistan Internet Exchange Point - Lahore",http://www.pkix.pk/index.html,Active,20210801,0,31.52000,74.40000,16,0,0,0,0.000000,No,0000-00-00,1,649,1,119,517,130,https://www.pkix.pk/announcement.html,No,,190
2075,Kenya,Mombasa,Africa,"Asteroid Mombasa",https://www.asteroidhq.com/ixp-locations/4,Active,20181200,255386,-4.05000,39.66670,54,5030000,0,500000,0.000000,Yes,0000-00-00,4,504,2,11,266,31,https://www.asteroidhq.com/ixp-locations/4/networks-connected,Yes,MBA2,67
2079,Switzerland,Zurich,Europe,"4b42 Internet Exchange Point",https://www.4ixp.com/,Active,20180000,919,47.48000,8.53000,1242,0,0,0,0.000000,Yes,0000-00-00,6,649,1,1,3,240,https://www.4ixp.com/statistics/members,Yes,ZRH3,337
2081,Canada,Vancouver,"North America","UNMETERED Exchange",http://unmetered.exchange/,Active,20181200,372140,49.18000,-123.17000,128,50000000,0,0,0.000000,Yes,2019-05-27,9,355,3,18,126,51,http://unmetered.exchange/#peers,No,YVR2,157
2083,Kuwait,"Kuwait City",Europe,"Kuwait Internet Exchange",https://ix.kw/,Active,20180000,137,29.22000,47.98000,19,49000000,0,0,0.000000,Yes,2022-02-28,1,359,1,203,476,126,https://ix.kw/members.html,No,KWI,337
2085,Mongolia,Ulaanbaatar,Asia-Pacific,"MISPA internet exchange point",https://mispa.mn/en/p,Active,20130101,1287,47.90882,106.86346,21,0,0,0,0.000000,Yes,0000-00-00,1,649,1,107,451,130,https://mispa.mn/en/p/participants/customers,No,UBN,190
2104,Belgium,Brussels,Europe,"Belgium Internet Exchange",https://belgiumix.net/,Active,20190200,0,50.90000,4.53000,29,0,0,0,0.000000,No,0000-00-00,2,649,2,165,380,240,https://belgiumix.net/current_members/,No,,337
2119,Italy,Bolzano,Europe,"South Tyrol Internet Exchange",http://www.stix.bz/,Active,20190101,0,46.48929,11.31214,13,0,0,0,0.000000,No,0000-00-00,10,649,11,246,578,240,https://www.stix.bz/en/participants/,No,,337
2120,"Saint Kitts and Nevis",Basseterre,"Latin America","St.Kitts & Nevis Internet Exchange",https://sknix.kn/,Active,20190000,143,17.28000,-62.73000,9,1231750,7090,1474,50.634700,Yes,2026-08-25,1,560,1,100,671,113,https://traffic.sknix.kn/customer/details,No,SKB,143
2121,"Saudi Arabia",Jeddah,Europe,"Jeddah IX",https://www.jedix.net/,Active,20181200,0,21.67000,39.15000,14,685000000,364000000,273000000,0.000000,No,0000-00-00,2,157,2,235,557,50,https://www.jedix.net/customer-list/,No,,337
2122,Qatar,Doha,Europe,"Doha IX",https://www.doha-ix.com/,Active,20250204,0,25.25000,51.57000,3,0,0,0,0.000000,No,0000-00-00,1,649,2,319,839,240,https://www.doha-ix.com/location/connected-networks/,No,,337
2123,"North Macedonia",Skopje,Europe,IXP.mk,http://ixp.mk/,Active,20160000,92906,41.99920,21.28481,21,20441618,11910260,4633940,50.000000,Yes,2026-08-25,1,417,1,191,451,145,https://manager.ixp.mk/customer/details,No,SKP,337
2125,Brazil,Blumenau,"Latin America","FURB Internet Exchange",https://ix.furb.br/,Active,20180901,0,-26.85625,-49.23919,3,1860000,700000,400000,0.000000,No,2022-02-28,41,548,43,134,839,110,https://ix.furb.br/member,No,,143
2126,Switzerland,Zurich,Europe,"Securebit Internet Exchange Zurich",https://www.securebit.ch/internet/exchange#sites,Active,20180000,1356,47.48000,8.53000,156,0,0,0,0.000000,Yes,0000-00-00,6,649,4,50,104,240,https://www.securebit.ch/internet/exchange#member,Yes,ZRH3,337
2127,Peru,Lima,"Latin America","PIT Lima - PIT Peru",https://www.peruix.net/,Active,20180000,41592,-12.00000,-77.12000,120,8100000000,1700000000,878000000,0.000000,Yes,2020-11-25,1,15,1,13,132,2,https://peruix.net/lista-de-participantes/,No,LIM,143
2128,India,Chennai,Asia-Pacific,"DE-CIX Chennai",https://www.de-cix.in/locations/de-cix-chennai,Active,20190000,0,13.07000,80.20000,55,0,0,0,0.000000,No,0000-00-00,18,649,10,71,263,130,https://www.de-cix.in/connected-networks/,No,,190
2129,India,"New Delhi",Asia-Pacific,"DE-CIX Delhi",https://www.de-cix.in/locations/de-cix-delhi,Active,20190000,0,28.58000,77.20000,72,0,0,0,0.000000,No,0000-00-00,18,649,8,55,209,130,https://www.de-cix.in/connected-networks/,No,,190
2130,India,Kolkata,Asia-Pacific,"DE-CIX Kolkata",https://www.de-cix.in/locations/de-cix-kolkata,Active,20190000,0,22.57000,88.40000,14,0,0,0,0.000000,No,0000-00-00,18,649,21,126,557,130,https://www.de-cix.in/connected-networks/,No,,190
2131,Spain,Barcelona,Europe,"Equinix Internet Exchange Barcelona",https://ix.equinix.com/home/,Active,20190000,0,41.28000,2.07000,10,72937,56108,39280,0.000000,No,2026-08-25,7,611,10,266,649,232,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,,337
2132,Bahrain,Manama,Europe,Manama-IX,https://www.mn-ix.com/index.html,Active,20190000,12673,26.27000,50.65000,28,236000000,190000000,93700000,0.000000,Yes,2020-10-23,1,241,1,161,373,84,https://www.mn-ix.com/index.html,No,BAH2,337
2133,"United States","St. Louis","North America","Saint Louis Internet Exchange",http://www.stlix.net/,Active,20190000,0,38.58000,-90.20000,107,80000000,45000000,33000000,0.000000,No,2022-02-28,40,328,16,19,150,48,https://www.stlix.net/participants.php,No,,157
2134,Switzerland,Zurich,Europe,Community-IX.ch,https://www.community-ix.ch/,Active,20220300,0,47.48000,8.53000,24,0,0,0,0.000000,No,0000-00-00,6,649,8,174,418,240,https://www.community-ix.ch/teilnehmer/,No,ACH2,337
2135,"United States",Orlando,"North America","Central Florida Internet Exchange",http://www.cflix.org/,Active,20190000,0,28.54151,-81.37414,5,0,0,0,0.000000,No,2026-07-21,78,649,108,129,783,96,http://www.cflix.org/members/,No,,157
2137,Brazil,"João Pessoa","Latin America","IX.br (PTT.br) João Pessoa",https://ix.br,Active,20171000,0,-7.14643,-34.95164,43,21100000,14290000,8200000,0.000000,No,2022-02-28,25,412,29,37,314,81,https://ix.br/particip/jpa,No,,143
2138,Brazil,Maceió,"Latin America","IX.br (PTT.br) Maceió",https://ix.br,Active,20180100,0,-9.59309,-35.82677,45,14350000,9680000,5000000,0.000000,No,2022-02-28,29,443,28,34,302,92,https://ix.br/particip/mcz,No,,143
2139,Brazil,"Santa Maria","Latin America","IX.br (PTT.br) Santa Maria",https://ix.br,Active,20170800,0,-29.71992,-53.84453,12,8750000,3800000,1900000,0.000000,No,2022-02-28,33,468,40,84,603,98,https://ix.br/particip/ria,No,,143
2140,Brazil,"São Luís","Latin America","IX.br (PTT.br) São Luís",https://ix.br,Active,20180100,0,-2.56046,-44.32816,72,29680000,14280000,2000000,0.000000,No,2022-02-28,21,390,14,17,209,77,https://ix.br/particip/slz,No,,143
2141,Brazil,Teresina,"Latin America","IX.br (PTT.br) Teresina",https://ix.br,Active,20180100,0,-5.18570,-43.06438,62,28240000,12160000,6000000,0.000000,No,2022-02-28,22,394,17,21,236,78,https://ix.br/particip/the,No,,143
2144,"United States",Columbus,"North America","Ohio IX",http://ohioix.net,Active,20160000,963815,40.00000,-83.02000,57,787014956,480446022,286701808,50.000000,Yes,2026-08-25,19,146,37,43,257,21,https://ohioix.net/members/,No,CMH,157
2145,Chad,N'Djamena,Africa,"N'Djamena Internet Exchange Point ",http://www.djamix.td/,Active,20230201,212,12.12038,14.98742,16,52,33,7,0.000000,Yes,2025-09-08,1,644,1,31,517,58,https://portal.djamix.td/customer/details,No,NDJ,67
2146,Bulgaria,Varna,Europe,"Varna Internet Exchange",http://www.varnaix.net/en/index.html,Active,20190000,,43.19400,27.89757,37,38800000,24000000,16000000,0.000000,No,2022-02-28,4,373,4,149,340,133,http://www.varnaix.net/en/members.html,No,,337
2147,Australia,Hobart,Asia-Pacific,"Edge Internet Exchange - Hobart",https://www.edgeix.net/,Active,20190000,,-42.83000,147.48000,7,1400000000,1250000000,1080000000,0.000000,No,2026-08-25,2,112,19,162,726,25,https://www.edgeix.net/who-is-peering/,No,,190
2148,Australia,Darwin,Asia-Pacific,"Edge Internet Exchange - Darwin",https://www.edgeix.net/,Active,20190900,,-12.42572,130.86327,6,1966844,83516,7296,49.959290,No,2026-08-25,20,542,20,170,756,119,https://www.edgeix.net/who-is-peering/,No,,190
2149,Australia,Adelaide,Asia-Pacific,"Edge Internet Exchange - Adelaide",https://www.edgeix.net/,Active,20190900,,-34.93000,138.52000,45,183703218,105306088,44796798,49.948760,No,2026-08-25,11,271,15,80,302,64,https://www.edgeix.net/who-is-peering/,No,,190
2150,"United States",Davenport,"North America","Quad Cities Internet Exchange",https://www.qcix.net/,Active,20200111,1431321,41.54119,-90.65902,67,295680928,169835455,99664453,0.000000,Yes,2026-08-25,29,220,34,40,224,33,https://ixpmgr.qcix.net/customer/details,Yes,DVN,157
2151,"South Korea",Seoul,Asia-Pacific,"Equinix Internet Exchange Seoul",https://ix.equinix.com/home/,Active,20190000,,37.50000,126.93000,12,184248,176718,169188,50.000000,Yes,2026-08-25,4,599,3,137,603,125,https://ix.equinix.com/home/locations-and-traffic,No,ICN2,190
2152,Indonesia,Batam,Asia-Pacific,"Batam Internet Exchange - Batam",https://batamix.net/,Active,20190000,,0.83784,103.77291,13,0,0,0,0.000000,No,0000-00-00,21,649,23,131,578,130,https://bgp.he.net/exchange/BatamIX,No,,190
2153,Brazil,"Ponta Grossa","Latin America","UEPG Internet Exchange",https://ix.uepg.br/,Active,20190901,1139,-25.13869,-50.22905,19,6270104,2400004,300014,0.000170,Yes,2026-08-25,35,488,36,61,476,102,https://ix.uepg.br/membros/,No,PGZ,143
2154,Sweden,Sundsvall,Europe,"STHIX - Sundsvall",https://www.sthix.net/,Active,20200200,,62.38000,17.30000,3,128890,13510,2,50.000000,No,2026-08-25,13,604,17,319,839,230,https://www.sthix.net/index.php/connected-networks-sdl/,No,,337
2155,Sweden,Gothenburg,Europe,"STHIX - Gothenburg",https://www.sthix.net/,Active,20160000,,57.67000,12.30000,14,3299402,1641482,737372,50.000000,No,2026-08-25,8,525,13,235,557,195,https://www.sthix.net/index.php/connected-networks-gbg/,No,,337
